ticker,last_close,history_days,mom_1m,mom_3m,mom_6m,mom_12m_1m,above_ma50,above_ma200,rsi14,macd_hist,volatility,dollar_volume,dist_52w_high,pe_ratio,pb_ratio,ps_ratio,ev_ebitda,fcf_yield,roe,gross_margin,net_margin,net_debt_ebitda,revenue_growth,earnings_growth,market_cap,last_earnings_date,earnings_surprise_pct,days_since_earnings,sector,name,missing_fundamentals,exclude_reason,eligible,z_pe_ratio,z_pb_ratio,z_ev_ebitda,z_ps_ratio,z_fcf_yield,z_roe,z_gross_margin,z_net_margin,z_revenue_growth,z_earnings_growth,z_mom_3m,z_mom_6m,z_mom_12m_1m,z_above_ma200,z_above_ma50,z_dist_52w_high,z_earnings_surprise_pct,z_volatility,z_rsi14,z_macd_hist,block_value,block_quality,block_growth,block_momentum,block_earnings,block_risk,block_technical,composite,blocks_used,rank
WBD,28.200000762939453,458,0.041743667560191655,0.07510488963337458,0.014023779377438927,1.2079934086015198,0.037810171334020426,0.03045132464800182,55.127320557075016,-0.004538144204065159,0.19565771657955364,506367156.55893326,-0.059372875466164765,403.57144,2.1576414,1.9611411,12.921,0.2282669431160258,-0.08786,0.47811002,-0.08769,3.671499962912357,-0.112,-0.906,70826614784.0,2026-08-06,153.87,36.0,Communication Services,Warner Bros. Discovery,0,,True,-5.1712777449950655,0.5997005951673003,0.44689900821679396,0.6003372206357068,3.168541407158906,-1.1574003199564733,0.12461888174763691,-1.955202899217686,-1.2025689685987215,-1.1553266558208946,0.24696205032611526,-0.3399574309103297,1.9045862047006243,-0.05193950936616284,0.8451950393149206,0.9519358099216506,4.196860964161699,1.1370198423289808,-1.2728863354192208,0.07410269219246512,-0.0711599027632717,-0.995994779142174,-1.178947812209808,0.5927970273311364,4.196860964161699,1.1370198423289808,-0.5993918216133778,0.4116695403282959,7.0,35.0
REGN,793.260009765625,458,-0.0035303720407660055,0.3200137274898265,0.02673751335090291,0.4377526960306095,0.06082860896501874,0.08417570513429107,49.19027780844203,-0.009606408663509739,0.29973028906668725,519533355.67871094,-0.06897646504284494,20.49319,2.6184473,5.4856486,16.452,0.0359701409535484,0.14043,0.44458,0.27865,-1.124532153793807,0.167,-0.045,85217902592.0,2026-07-30,39.99,43.0,Health Care,Regeneron Pharmaceuticals,0,,True,0.3781669019919706,0.5536501228528588,0.15443398957491325,-0.16553542354329998,-0.2373800098355335,-0.44680766721859067,-0.016704275931343195,1.0019896426474906,0.064431636418805,-0.5434241780273903,2.087508160676545,-0.2938881053811107,0.37576038192496175,0.3071570397496472,1.1956973971822427,0.8720275990963039,1.4346001970348,0.46890960682176047,-0.6146398426816485,-0.6359983133070127,0.1366671162081818,0.17949256649918555,-0.23949627080429264,0.757377078874765,1.4346001970348,0.46890960682176047,-0.6253190779943306,0.40684346195327786,7.0,36.0
NEM,126.13999938964844,458,0.07842829919832539,0.3625373517970438,0.09024805164266314,0.5551051273416294,0.1582109125675204,0.16075317451905113,56.88418451786255,-0.009082913297955351,0.45256593086085456,1023326412.5811768,-0.06465457595871171,16.152584,3.848858,5.237996,7.722,0.0653185305008316,0.25905,0.68041,0.33363998,-0.1999648461481709,0.151,0.114,134967443456.0,2026-07-23,5.68,50.0,Materials,Newmont,0,,True,0.5135933759661079,0.430689470926,0.8775208241100639,-0.11172071280717412,0.6037688148957728,-0.0775821187155129,0.9772778414498521,1.445883180708623,-0.020530684118833062,-0.3890406585587022,2.4070829543086405,-0.06375212257653688,0.6086894188165002,0.8190048218400661,2.678251996438533,0.9079885719535037,-0.3340970707882645,-0.5122428158842524,-1.4676717849044396,-0.5626527749222172,0.462770354618154,0.7818596344809873,-0.20478567133876763,1.2262109401301178,-0.3340970707882645,-0.5122428158842524,-1.0151622799133284,0.40374172041267103,7.0,37.0
FANG,205.38999938964844,458,0.023851617857185037,0.05073068285665472,0.17559435666736323,0.5073537420753333,0.04814872657517144,0.1415129298296025,56.948993940314175,-0.0018282913973485448,0.32935385057827815,375131988.13941956,-0.028232533915816482,37.874523,1.474797,3.449239,6.284,0.0898502703942011,0.034930002,0.72353995,0.09029,1.0315789371888122,0.525,1.795,56043237376.0,2026-08-03,8.32,39.0,Energy,Diamondback Energy,0,,True,-0.1641289528173151,0.6679404053287405,0.996627223658924,0.2769747441846772,1.3068685249046321,-0.7751949090717656,1.159063021552236,-0.518501669209595,1.9654635584484552,1.2431523994718927,0.06378429378446013,0.24550766822178044,0.513909242078307,0.6904020271761419,1.002620493077476,1.2110440275219625,-0.19800378057978618,0.27873649795084765,-1.4748572772162394,0.4537729359618533,0.6168563890519317,-0.04487785224304153,1.604307978960174,0.621211291976688,-0.19800378057978618,0.27873649795084765,-0.5105421706271931,0.40276824171678605,7.0,38.0
EOG,147.4600067138672,458,0.028312503418330692,0.05898474894539185,0.1297848543574911,0.26489587168561424,0.03680765063821312,0.15294573807675693,54.68611608294517,-0.002110668022295165,0.3213693342497458,405589645.9427643,-0.036523987105052336,11.298833,2.394452,2.894066,5.485,0.057915616744225,0.22507,0.62636,0.25733,0.2306312636994002,0.587,1.094,77332340736.0,2026-08-04,2.1,38.0,Energy,EOG Resources,0,,True,0.6650299227244275,0.5760350128059064,1.0628066487211902,0.39761339043150506,0.39159525777691906,-0.18335082667483332,0.749466564494191,0.8298890121060111,2.2946925505318023,0.5625055620659161,0.12581549432082043,0.0795129353879922,0.0326624744934633,0.7668195112140205,0.8299296301970556,1.1420536584309307,-0.5186478203891555,0.32999435539764527,-1.223969507636068,0.41420990074365593,0.6186160464919896,0.46533491664178966,1.428599056298859,0.49613228400738046,-0.5186478203891555,0.32999435539764527,-0.404879803446206,0.4026756044648081,7.0,39.0
FTNT,158.85000610351562,458,-0.01877814131567168,0.1437932064990486,0.90285097886645,1.0276804460826154,-0.0011958830656755293,0.4280776723051136,50.35750884772562,-0.0028462199606224506,0.42786331383395576,662703564.6369171,-0.08062271544274602,55.226147,73.93093,15.23396,42.825,0.0197570926792712,1.17442,0.80204004,0.28173,-1.3514908365454144,0.256,0.439,114672107520.0,2026-07-29,20.53,44.0,Information Technology,Fortinet,0,,True,-0.7054978897917872,-4.470232154317022,-2.0299840043764643,-2.2838356479571664,-0.7020592209128118,2.7716675047313113,1.4899271426259513,1.0268522102866908,0.5370345444094163,-0.0734768609025788,0.7631705119731175,2.8807855607197497,1.546688850300908,2.605815647394221,0.25124881857823894,0.7751231005388198,0.4314276866344259,-0.35366048352645074,-0.7440520383408024,0.3111536819565773,-2.0383217834710505,1.7628156192146511,0.23177884175341879,1.4704720815841759,0.4314276866344259,-0.35366048352645074,-0.21644917819211254,0.3927078458293249,7.0,40.0
TER,370.19000244140625,458,-0.024311799756865926,0.06542820946302008,0.22676933849807357,2.303633795066038,0.009675491417437954,0.15949390180588874,50.43743472718108,0.0025510176053200263,0.8854496009601366,881758109.8565674,-0.23459778005084553,49.04258,16.253017,12.504021,36.946,0.0078357984363116,0.36465,0.59242,0.25766,-0.1692491299214152,1.039,3.858,55818338304.0,2026-07-28,20.28,45.0,Information Technology,Teradyne,0,,True,-0.5125712165593321,-0.8089157090715501,-1.5430392735365843,-1.6906220995741954,-1.0437332546987583,0.2511163968967363,0.6064154129701362,0.8325528586387826,4.120745224686987,3.2462542904398393,0.17423957855035074,0.430944684745142,4.0408062232861095,0.8105877776303572,0.41678752501322713,-0.506051175632577,0.41854006445559266,-3.291207569667161,-0.7529135089513408,1.067346231331815,-1.119776310688084,0.5633615561685517,3.683499757563413,0.8945524355987682,0.41854006445559266,-3.291207569667161,0.15721636119023708,0.39062348194894525,7.0,41.0
GEN,29.969999313354492,458,0.037646309255483734,0.22266931863870454,0.42483230264469163,-0.00037277652697442765,0.07183159149128726,0.2256395763505734,55.85476343609905,-0.003558640647648936,0.34289157958373984,161145254.8789978,-0.043408892871477756,17.923977,6.912494,3.6122644,10.784,0.0843271971552781,0.41944,0.78007007,0.20732,3.171369463043689,0.063,0.64,18346690560.0,2026-08-06,2.99,36.0,Information Technology,Gen Digital,0,,True,0.45832609116475315,0.12452610626524596,0.6239020512181245,0.24154945592345484,1.1485727330234363,0.42165987862396304,1.3973275696309917,0.42619517845782234,-0.48782344707584196,0.12168721087859291,1.3559425926740165,1.1486431350664597,-0.4938606665731195,1.2527089012791548,1.3632401027669396,1.0847666932703108,-0.47276788543250936,0.19182891896129095,-1.3535387315797074,0.21133832104867875,0.5193752875190029,0.748394208904259,-0.18306811809862453,0.9519067930806271,-0.47276788543250936,0.19182891896129095,-0.5711002052655143,0.38958542375696287,7.0,42.0
PRU,118.4800033569336,458,-0.02021098124576093,0.13956260123357733,0.2795579202777989,0.2064585293700787,-0.0014773256406646063,0.12003561199223323,47.11907214309244,-0.003645202061002736,0.21264940414019473,187499503.67340088,-0.04221370385752732,11.062556,1.3339746,0.6454204,12.035,0.1788195922515872,0.12011,0.29015,0.06007,3.370917436904066,0.141,0.892,42096898048.0,2026-08-04,15.98,38.0,Financials,Prudential Financial,0,,True,0.6724017415421657,0.6820134413563896,0.5202844532795824,0.8862422702093149,3.168541407158906,-0.5100572300712508,-0.6675996598399976,-0.7624454335136994,-0.07363213445485685,0.36637052475349474,0.7313765426989047,0.6222287216230478,-0.0833279120029487,0.5468465194187095,0.2469632850542313,1.0947114555844772,0.19687296297966214,1.0279390335576928,-0.38500298091768737,0.19921043246830947,1.1858966627092717,-0.6467007744749826,0.14636919514931895,0.5264664353960703,0.19687296297966214,1.0279390335576928,-0.09289627422468895,0.36043552113847066,7.0,43.0
DVN,50.02000045776367,458,0.10176208759048766,0.08102526736993587,0.11637767435873037,0.35759628895435536,0.10538017529867316,0.15228465052981344,65.97675595632555,0.0007505959310021332,0.322144489117383,504545084.5440483,-0.03253742943579552,10.447826,1.3237846,2.8148663,7.15,0.0148039378885712,0.11522,0.50349,0.17464,1.2262438231826065,0.642,0.44,52866002944.0,2026-08-04,11.26,38.0,Energy,Devon Energy,0,,True,0.6915812561873839,0.6830317753509937,0.9248983349180945,0.4148234215229935,-0.8440206843926785,-0.5252782124703408,0.23159104923901783,0.16239364909123935,2.586750527379933,-0.07250589537132919,0.291455047435595,0.030930847617324845,0.21666052781563566,0.7624007677195016,1.8740852746287726,1.17522445234698,-0.04644534375670814,0.32501812689867443,-2.4203769210840202,0.8150939561227396,0.3740628207173574,-0.04376450471336119,1.257122316004302,0.7251261529273018,-0.04644534375670814,0.32501812689867443,-0.8026414824806403,0.3532953922182715,7.0,44.0
SCHW,107.33000183105469,458,-0.0005294339560979466,0.2058135678774009,0.1657411614340052,0.16109106219373248,0.014155630590416246,0.10519026389754638,48.135343313149605,-0.007194695316570532,0.2360000494035224,825864924.1322327,-0.05560932344893199,19.907104,4.2988634,7.2622128,,,0.20273,0.97495,0.38793,,0.209,0.426,188999090176.0,2026-07-21,4.55,52.0,Financials,Charles Schwab Corporation,2,,True,0.3964527266960801,0.3857183427046615,,-0.5515813949046212,,-0.25288799370871257,2.0344148926683023,1.8841264581058803,0.28745772783010465,-0.08609941280882374,1.2292677581834064,0.2098037546700292,-0.17337632699989033,0.4476194418242924,0.4850067225485093,0.9832510494624428,-0.3923491230365904,0.8780358964169623,-0.4976780889947628,-0.2980995934707322,0.07686322483204011,1.2218844523551569,0.10067915751064045,0.5302620666147982,-0.3923491230365904,0.8780358964169623,-0.3978888412327475,0.352252580304103,7.0,45.0
AIZ,280.9700012207031,458,0.0015218373874870128,0.09519803571957497,0.30505444279764093,0.348273532107394,0.0007115937040571563,0.14628946401177312,48.40123778669758,-0.0024880579905211236,0.21869022448819492,86216479.32922363,-0.06543007122944822,13.678315,2.313984,1.0473814,8.214,0.1525194809440946,0.18341999,0.13272999,0.07903,0.1002821143232815,0.094,0.305,14093772800.0,2026-08-04,23.73,38.0,Financials,Assurant,0,,True,0.590790321815032,0.584076553520117,0.8367695385898699,0.7988964682988813,3.103019305715073,-0.3129937855975164,-1.331097411856149,-0.6093953418126464,-0.32320895103416836,-0.2035862420900266,0.3979666534974206,0.714617597957986,0.19815608995033518,0.722328629698602,0.28029401773928436,0.9015359388944498,0.5963892505234903,0.9891590379362896,-0.5271581032142253,0.36133479960261616,1.1827104375877948,-0.7511621797554372,-0.2633975965620975,0.5358164879563463,0.5963892505234903,0.9891590379362896,-0.08291165180580456,0.35139043693015914,7.0,46.0
HUM,400.7300109863281,458,0.0748618719859575,0.10211124833868612,1.3615996394416778,0.3852450344792786,0.030087538763913457,0.4244873569491132,58.164085784400896,0.003044201327047431,0.33992081016225745,370650341.55288696,-0.02122515303698047,38.02462,2.5096092,0.33098143,10.888,0.0402554709414241,0.06893,0.13653,0.00878,-2.5380979043381533,0.262,0.271,48217047040.0,2026-07-29,8.79,44.0,Health Care,Humana,0,,True,-0.16881196423647996,0.5645268193335384,0.6152879583439372,0.9479715732350518,-0.11455895087827463,-0.6693639538310512,-1.3150810357128688,-1.1764717628041532,0.5688954146110305,-0.23659907015251333,0.4499210325533063,3.9503391768095484,0.2715396265648649,2.581817793107074,0.7276023091671414,1.2693500665429571,-0.1737750508835799,0.21090024015948297,-1.609575853212391,1.1364448862060683,0.3688830871595546,-1.0536389174493577,0.1661481722292586,1.5417616674574817,-0.1737750508835799,0.21090024015948297,-0.2365654835031613,0.3498358159802794,7.0,47.0
CPAY,408.4700012207031,458,0.0056874077648361165,0.17043471919175235,0.23595271654378003,0.2971385091843175,0.05049430289251289,0.20520871831694998,53.87382969500987,-0.004766199153129208,0.2877423894410456,173870641.36947632,-0.03943652854574886,25.311245,7.718131,5.445409,12.6,0.0711876144657774,0.29215,0.80539,0.22723,2.7011218873095664,0.215,-0.07,27338686464.0,2026-08-05,6.3,37.0,Financials,Corpay,0,,True,0.22784406687091557,0.04401506167143786,0.4734867371842376,-0.15679139083725355,0.7719815569070467,0.025447434947038786,1.5040466368970042,0.5869139192683689,0.3193185980317189,-0.5676983163086304,0.963387592702349,0.4642214572125043,0.09665984050892742,1.1161479851933649,1.038336645622894,1.1178193891899921,-0.3021357677847582,0.5458678125307098,-1.1339104178510069,0.042150521989953595,0.2721072063592768,0.705469330370804,-0.12418985913845576,0.7994288184050052,-0.3021357677847582,0.5458678125307098,-0.5458799479305266,0.342089430394884,7.0,48.0
NWSA,29.3799991607666,458,0.02964920921271008,0.09302394890264964,0.2161243815491134,-0.019452878015119413,0.02602351773815914,0.12341051498828715,47.346723685001834,-0.007495550274287384,0.27738567568328515,108297192.5370121,-0.05486195755782797,29.504854,1.9370259,1.8066378,13.428,0.0640775077203414,0.07979,0.57167,0.06347,0.608370798206278,0.108,-0.749,16310325248.0,2026-08-05,51.24,37.0,Communication Services,News Corp (Class A),0,,True,0.09700388462534705,0.6217477260197628,0.4049053054551304,0.6339106634232118,0.5682000879783281,-0.635560299668655,0.5189577997077873,-0.7349997419639325,-0.24886692056373513,-1.1553266558208946,0.38162789222821136,0.39237175346077346,-0.5317321415291657,0.5694045463054571,0.6657193536519073,0.9894696274965386,2.0145431950822923,0.6123543641976597,-0.4102429590301346,-0.3402515785720881,0.4651535335003561,-0.28386741397493337,-0.7020967881923148,0.41114350526895366,2.0145431950822923,0.6123543641976597,-0.37524726880111137,0.3399088863131751,7.0,49.0
ADM,86.91000366210938,458,0.08701974638011345,0.07605327694873254,0.24295152360872563,0.32318038314315567,0.0705735836326209,0.2119516574739293,66.13507369580522,0.007174069104734434,0.2743409349535048,292589483.05122375,0.0,23.117485,1.7300181,0.49669716,16.47,0.0285598912426612,0.07642,0.0687,0.021559998,2.754257100409865,0.072,3.156,40778342400.0,2026-08-04,28.02,38.0,Consumer Staples,Archer Daniels Midland,0,,True,0.2962891599167953,0.6424349762541316,0.1529430888851503,0.91855971060905,-0.44976382139821164,-0.6460500155551445,-1.6009725975242013,-1.0733082677704364,-0.44003214177342065,2.5646364875026126,0.25408939860666563,0.4895822459205385,0.1483495119739054,1.1612181406842614,1.3440843838712146,1.3727244227462065,0.8175408471122675,0.6319005558350717,-2.4203769210840202,1.715069637337704,0.3120926228533831,-1.1067769602832607,1.062302172864596,0.7950080173004653,0.8175408471122675,0.6319005558350717,-0.3526536418731582,0.33163162459861023,7.0,50.0
HAS,90.16000366210938,458,-0.06392705167943691,0.10385849032458383,-0.028530052926111438,0.26430007673229006,0.011715323207078798,0.018279169363675907,42.85477574721601,-0.0098909388874819,0.32079574807634414,127364962.80158997,-0.12958398254196535,16.464413,18.535656,2.624235,11.98,0.052728391172514,1.5956,0.63822,0.15968001,1.9227812052438065,0.162,,13050844160.0,2026-07-21,12.8,52.0,Consumer Discretionary,Hasbro,1,,True,0.5038643422890403,-1.0370304186995407,0.5248399831649699,0.4562474496444492,0.24292513445613917,4.082664103268879,0.7994543858576348,0.041632686994887425,0.037880911250793105,,0.46305195697862206,-0.4941549591109234,0.031479900403499746,-0.13329882739531546,0.4478480975587334,0.36773300724070607,0.03294240886490423,0.33367658198469763,0.08778427452618448,-0.675863083536419,0.1381692981710116,1.641250392040467,0.037880911250793105,0.1137765292792204,0.03294240886490423,0.33367658198469763,-0.29403940450511723,0.3258421179285633,7.0,51.0
RJF,173.52999877929688,458,-0.03605157948636317,0.15644186283704586,0.17853609420693028,0.10198944470068949,-0.0016178541541281843,0.08525706036677905,46.01204153885946,-0.003916453694812249,0.24069374623110434,200988013.78234863,-0.04222317146338517,15.557591,2.6973584,2.2504048,,,0.18416001,0.93156,0.15131,,0.151,0.42,34296168448.0,2026-07-22,7.84,51.0,Financials,Raymond James Financial,2,,True,0.5321570981812302,0.5457641703816508,,0.5374804513469471,,-0.31069034359445413,2.0344148926683023,-0.025932228513484527,-0.020530684118833062,-0.09192520599632141,0.8582280665629013,0.25616731114137453,-0.29068521176343826,0.31438487427914646,0.24482345366748925,1.0946326788480436,-0.2227480151631459,0.8479039719537426,-0.2622652740421052,0.1612060900641604,0.5384672399699427,0.5659307735201212,-0.056227945057577236,0.41292519545591944,-0.2227480151631459,0.8479039719537426,-0.0505295919889724,0.3258299002273565,7.0,52.0
CF,135.11000061035156,458,0.1528534838083253,0.2429630199449475,0.1351085988373255,0.41296498267360127,0.10231181675570089,0.2503101644697767,60.49997500783934,0.00468288403322921,0.37446265771599374,338128606.26716614,-0.029870061998209962,9.892434,3.5168924,2.6076937,6.322,0.0632651353895255,0.29867,0.42486,0.27122,0.2925380724819097,0.176,0.996,20180940800.0,2026-08-05,-15.07,37.0,Materials,CF Industries,0,,True,0.7089094311549906,0.46386433407802785,0.9934797666472016,0.45984186082648193,0.5449168331949906,0.0457420781458253,-0.09982061971609124,0.9420127343490294,0.11222294172122627,0.4673509400034542,1.5084544143409493,0.09880398851115667,0.32656005318452713,1.4176083934291723,1.8273632980404997,1.1974187118839366,-1.4037697116314176,-0.010846578934801808,-1.868558473660236,1.3660363462937304,0.6342024451803385,0.29597806425958784,0.28978694086234025,1.0627014765650402,-1.4037697116314176,-0.010846578934801808,-0.25126106368325285,0.32009802224322265,7.0,53.0
AMP,553.530029296875,458,-0.016785590073747803,0.2322120053848089,0.23652002189159416,0.15631108009684613,0.023561522999506535,0.13754448411649767,51.51269029512444,-0.003942472045671011,0.23602280757178004,231622923.95996094,-0.03005180416172326,13.549915,7.788368,2.4977822,,0.0585856672615021,0.63432,0.54932,0.199,,0.116,0.117,49553502208.0,2026-07-23,2.37,50.0,Financials,Ameriprise Financial,1,,True,0.5947963889997244,0.03699595227212359,,0.4837255413494148,0.41079945309435556,1.0905115550894946,0.4247564668685824,0.3590339567830987,-0.2063857602949161,-0.38612776196495335,1.4276580731220092,0.4662771376913837,-0.1828639585193063,0.6638767299455287,0.6282304947298496,1.195906496997834,-0.5047291884360156,0.8778897967790754,-0.872128282427283,0.15756072837199056,0.3815793339289046,0.6247673262470586,-0.2962567611299347,0.6998474956612165,-0.5047291884360156,0.8778897967790754,-0.35728377702764624,0.31249880792431467,7.0,54.0
MRK,144.7100067138672,458,0.10956915155305147,0.22386979151711706,0.2634901006092887,0.5929581643717461,0.06661030602218965,0.22381231355915987,51.76271914162936,-0.007903832159924414,0.37218629839656014,1645781949.711914,-0.07503988790909921,120.264,8.850229,5.5715113,14.468,0.0409056686647237,0.06961,0.759,0.047659997,1.619964626937836,0.051,,370889916416.0,2026-08-04,49.43,38.0,Health Care,Merck & Co.,1,,True,-2.7346724121138473,-0.06912074584802941,0.3187643767132569,-0.18419331917420692,-0.09592375285777348,-0.6672473346017298,1.30852091741554,-0.8626222318871352,-0.5515451874790706,,1.3649644218014667,0.5640055736164593,0.6838226849989185,1.2404953818902849,1.283735451002365,0.8215759144578434,1.9212368105075401,0.003766867477257027,-0.8998492570375768,-0.3974548638067046,-0.5530291706561201,-0.07378288302444162,-0.5515451874790706,0.9930999046278896,1.9212368105075401,0.003766867477257027,-0.6486520604221406,0.31030720511421656,7.0,55.0
XOM,165.22999572753906,458,0.04067513051310412,0.1041022879671909,0.10455627257868016,0.4764896042573987,0.07321670310547757,0.1490837913794365,60.84624357733678,-0.001183536210704603,0.24502033418631605,2239364417.6229095,-0.023568944326769703,20.52381,2.5280595,1.8161153,10.219,0.0315238093310602,0.12584,0.29767,0.09072,0.4677863175503561,0.441,1.128,655726608384.0,2026-07-31,13.26,42.0,Energy,ExxonMobil,0,,True,0.37721156104808207,0.5626829952216007,0.6706997673134694,0.6318512102981422,-0.36481550719377975,-0.4922216003888816,-0.6359041778287752,-0.5150305964547714,1.5194113756258554,0.5955183901284027,0.4648841522017118,-0.011905034268635312,0.45264801539467947,0.7410060589354802,1.3843312339056284,1.2498481743577818,0.05665563367395721,0.8201287605928764,-1.9069496527484155,0.5441078642199262,0.3755260053375029,-0.547718791557476,1.0574648828771291,0.713468766754441,0.05665563367395721,0.8201287605928764,-0.6814208942642447,0.3012395227609075,7.0,56.0
WAT,401.6400146484375,458,-0.03219273578689763,0.10589796450321076,0.34986893565205657,0.3809397549961975,0.020618745409114014,0.11207177852149908,47.75606849464588,-0.006526555709663075,0.2700074997243658,261705677.51419067,-0.04657454935754146,104.16794,2.6463516,8.654792,31.1,-0.0035344316443571,0.019199999,0.56337,0.03588,3.400714158209646,1.134,,40195325952.0,2026-08-04,1.41,38.0,Health Care,Waters Corporation,1,,True,-2.232476946624431,0.5508615166422961,-1.0588278606279373,-0.8541877346932827,-1.3696133393238572,-0.8241573014645328,0.48397475440284776,-0.9577134566280703,4.120745224686987,,0.4783790733844094,0.8770068271211963,0.26299421687594937,0.493615842932762,0.5834207426238827,1.0584263396067957,-0.554217657602735,0.659719724347057,-0.45562747059198316,-0.20448833650585693,-0.9928488729254423,-0.43263200122991846,4.120745224686987,0.6256405070908326,-0.554217657602735,0.659719724347057,-0.33005790354892006,0.29850518953716354,7.0,57.0
LLY,1123.0,458,-0.07441091089716367,-0.010349380614215753,0.12672540090440632,0.6265881477489541,-0.0524192955293773,0.05774522568431917,36.851561615635376,-0.009290937874776048,0.33462069312866893,2942661107.7355957,-0.12288920913243928,38.607994,30.244724,12.859816,25.666,0.0108013728580732,1.02286,0.83399004,0.33528998,1.1019253075879267,0.477,0.262,1024490143744.0,2026-08-05,27.27,37.0,Health Care,Lilly (Eli),0,,True,-0.18701317481126795,-2.207171928957798,-0.6087415079516476,-1.7679360668265478,-0.958737468626779,2.29991043061964,1.6245907929262915,1.4592024133724801,1.710576596835541,-0.24533775993375984,-0.3952463979015664,0.06842673857391385,0.7505737488773532,0.1304943425523585,-0.5287314361354766,0.4234379455624523,0.7788779805757681,0.24492517444237896,0.7533672616413516,-0.5917985431336038,-1.1459200294348082,1.794567878972804,0.7326194184508906,0.07482582358817247,0.7788779805757681,0.24492517444237896,0.0807843592538739,0.29119856113486886,7.0,58.0
WSM,223.74000549316406,458,-0.10714709779764142,0.0847929641793288,0.21322879653998306,0.25404097207676624,-0.0353802983302941,0.09617904233843699,38.950919388282756,-0.006362989089128552,0.2928314415308062,270932860.7533264,-0.11136704036094569,23.30123,14.321158,3.3456936,16.439,0.0399256319308726,0.54960996,0.45692003,0.14729,0.3006627665368491,0.067,0.42,26782797824.0,2026-08-26,37.87,16.0,Consumer Discretionary,"Williams-Sonoma, Inc.",0,,True,0.2905563342559594,-0.6158560729104137,0.1555107511841868,0.2994750762993266,-0.12401240642918122,0.826836702765117,0.03530678774989954,-0.05838272263997357,-0.4665828669414325,-0.09192520599632141,0.3197701534489291,0.3818793482663924,0.01111693612500623,0.38738796896403327,-0.2692781756791396,0.519310002984966,1.3253131609582942,0.5131978428264554,0.5206091446200982,-0.18157145388516502,0.0011347364799755872,0.2679202559583476,-0.2792540364688769,0.22503103901836455,1.3253131609582942,0.5131978428264554,0.1695188453674666,0.2860463590923329,7.0,59.0
NWS,32.779998779296875,458,0.006385623049143252,0.06403287240323996,0.19863705648278684,0.013615490568992028,0.010643341958409325,0.10002453285976265,43.94783018086533,-0.009189752131958459,0.29697560587621696,38171742.85129547,-0.06912190294713938,32.912624,2.1607497,2.015302,14.847,0.0574429288057218,0.07979,0.57167,0.06347,0.608370798206278,0.108,-0.749,18194145280.0,2026-08-05,51.24,37.0,Communication Services,News Corp (Class B),0,,True,-0.00931819925299753,0.5993899683218217,0.28737263441213184,0.5885681006397598,0.37804763523033763,-0.635560299668655,0.5189577997077873,-0.7349997419639325,-0.24886692056373513,-1.1553266558208946,0.16375330038871333,0.3290049036590257,-0.46609580864861994,0.4130914273076435,0.4315250107675509,0.8708174596348491,2.0145431950822923,0.48659372849906807,-0.03340387886661119,-0.5776216787864629,0.3688120278702107,-0.28386741397493337,-0.7020967881923148,0.29034938218486045,2.0145431950822923,0.48659372849906807,-0.30551277882653705,0.2843622994305715,7.0,60.0
